Отзыв,Название,Тональность
"Богатый французский аристократ оказавшийся парализованным после несчастного случая, нанимает себе помощника, из другого социального слоя – негра живущего на окраине, да и к тому же недавно освободившегося из тюрьмы. История имеет реальную жизненную подоплеку, с принципиальной разницей только в цвете кожи этого помощника. В конце фильма прототипов героев покажут, но как-то скромно ракурсом с боку, чтобы не портить впечатления от хэпиэнда не киношными лицами этих людей.  Фильм, как продукт, не стал для меня, ни интересным, ни трогательным, являясь достойным продолжателем французского коммерческого кино, рассчитанного на самый широкий и не требовательный зрительский контингент. Эти фильмы у нас традиционно любят, причем поменялись уже и фильмы и поколения зрителей, а французы на удивление все так же успешно кормят народ своим ширпотребом. Для меня это кино всегда олицетворяло беззаботность, бездумность и насилующий мозг характерный французский юмор. И данный фильм полностью укладывался бы в этот стереотип, если бы авторы в пошлой форме не затронули реальные жизненные проблемы, которые сейчас являются судьбоносными для всей Европы, России и Франции в особенности. Задел меня этот фильм заигрыванием с темой мультикультурного социума, и той фальшью, которой эта тема обросла. Это те вещи, о которых нельзя говорить слащавым тоном, без всей ответственности за свои слова. Реальная единичная история парализованного богатея является исключением из правил, в фильме же авторы превратили ее в фарс, провокацию, и откровенную ложь. Межкультурной интеграции мы не видим, а демонстрируемые попытки взаимообогащения миров банальны до отвращения, на экране развлекательное кино, спекулирующее на теме, и поэтому никакого вектора решения проблемы ждать не приходится. А пока в кинотеатрах все умиленно смеются над дикими выходками африканца, и ужимками европейца, на улицах всех ждет совсем другая правда столкновения двух миров, от бандитствующих пригородов, до интеллектуала Брейвика. Только в одном Париже за новогоднюю ночь 2013 года было сожжено 1200 автомобилей, и сделали это не коренные парижане, которые в новогодние праздники уже бояться выходить на улицу.  Тема инвалидности меня не тронула, абсолютно киношный парализованный и не молодой миллионер-француз никакого душевного дискомфорта не вызывает, …мазератти, личные самолеты, дворцы ….авторы и тут постарались из человеческой трагедии сделать шоу, не могу я на это смотреть как на реальность и уж тем более переживать. Масштаб трагедии во французской истории легко измерить, вспомнив о существовании российских инвалидов где-нибудь в провинции.  Мировой успех таких фильмов демонстрирует тупиковую ситуацию и политическое бессилие, которое порождает практику замалчивания или что еще хуже искажения действительности. Этот фильм закрывается от проблем, и даже не пытается найти направление решения, это такой образец протухшей политкорректности в национальном вопросе. У меня как-то не получается веселиться вместе со всеми от такого облегченного повествования о сложных вещах, и воспринимать эту историю отдельно от происходящих в реалии событий.",1+1,-1
"У меня только два вопроса:  - В какой период развития истории кинематографа мы забыли, что кино – это искусство, которое должно как минимум, удивлять и развлекать, а как максимум – вдохновлять и заставлять думать?  - За присутствие, каких из вышеперечисленных функций этот фильм заслужил к себе столько внимания и признания?  Удивлять? Чем может удивить настолько банальная история, пусть даже основанная на реальных событиях? НИЧЕМ. Даже моя бабушка может рассказать истории поинтересней из своей молодости про соседей по селу.  К 10-той минуте фильма я буквально разгадала весь сюжет, в этом фильме нет ни малейшего намека на хоть какое-то развитие событий.  Развлекать? Увы. Конечно, французские фильмы славятся своим иногда уж слишком тонким юмором, который нередко переступает границы пошлости и абсурда. Но в данной картине я не увидела абсолютно ни одной остроумной шутки. Можно предположить, что у меня, конечно, нет чувства юмора, но поливание парализованных ног из чайника кипятком мне вовсе не кажется смешным.  Вдохновлять? На что, может вдохновить этот фильм? Пейте, курите, друзья, ведите беспорядочный, криминогенный образ жизни, живите на пособие по безработице, не думая ни о будущем, ни о близких, и вуаля, вы обязательно обзаведетесь богатым попечителем, который будет пытаться развивать в вас чувство прекрасного и предоставит шикарную ванную.  Больше поводов вдохновиться я не нашла.  И наконец, о чем заставляет думать этот фильм? Вы скажете, о соприкосновении двух противоположностей, о их взаимодополнении, о человечности, в конце-концов. Лично мне картина навеяла лишь мысли о промахах французской социальной системы да о наличии эдаких трутней нашего общества, которые по существу ничего из себя не представляют, но все получают.  А вообще, скучно, постно, неинтересно. По существу, весь фильм держится на двух «столпах», за них – 1+1 –  2 из 10",1+1,-1
"В наше время хороший фильм- это редкость  Прежде чем я начну, сразу хочу сказать, что фильм '1+1' мне понравился. Многие люди восхищаются этим фильмом и считают его образцом кино, позволю себе с этим не согласиться. Мои друзья и знакомые расхваливали эту киноленту как могли, я 'поддался' и решил посмотреть ее сам. Я был немного разочарован. И тут мне в голову пришла мысль - 'А может это я отстал от моды и не понимаю гениальность совершенно простых фильмов'. Надо смотреть глубже. Фильм '1+1' стал, так называемым светлым пятном в современном кинематографе. Давайте смотреть правде в глаза, новое кино намного хуже старого, поэтому все так и восприняли '1+1'. Потому что не с чем сравнивать.  Меня лично поразил рейтинг двухсот пятидесяти лучших фильмов по версии нашего сайта. Объясните мне пожалуйста как можно поставить 'Крестного отца 2' на 51 место, 'Однажды в Америке' на 73, а 'Одиннадцать друзей Оушена' на 111. Разве можно сравнить великолепную актерскую игру Роберта Де Ниро с игрой, ну например, Омара Си. Конечно нет, и вы все это прекрасно понимаете. Де Ниро может одним своим взглядом, одним присутствием сделать фильм. Тоже самое можно сказать про Аль Пачино и Тома Хэнкса. Это троица великих актеров. Вы пересмотрите парочку фильмов, которые я перечислил, сравните с '1+1' и еще раз подумайте прежде чем выставлять такие высокие оценки фильму, в котором трагизм присутствует в такой маленькой дозе, что его можно не заметить. Просто зла не хватает на тех людей, которые называют эту картину шедевром.  Безусловно плюс '1+1' - это то, что фильм основан на реальных событиях, а это всегда подкупает. Так и должно быть, ведь правда остается правдой, какой бы она не была. Для нашего времени этот французский фильм можно и нужно считать хорошим, но не более того. Показательным моментом является и тот факт, что '1+1' не был номинирован на самую престижную кино-премию 'Оскар'. Для сравнения могу посоветовать вам фильм 'Человек дождя'. Сюжеты этих двух картин по тематике очень похожи. В конце я даже немного прослезился, игра Дастина Хоффмана произвела на меня неизгладимое впечатление.  Подводя итог моей рецензии, прошу меня извинить, если я кому-то попытался навязать собственную точку зрения, но я просто высказывал свое мнение. Смотрите старые фильмы, потому что из новых найти по- настоящему хороший очень не просто. Да, кстати, если '1+1' вдруг обойдет идущего в рейтинге третьим 'Форреста Гампа', который, к моему большому удивлению, не первый, то я уйду с этого сайта и больше здесь не появлюсь, серьезно). ",1+1,-1
"Не доброта!  Совсем не понравилась сюжетная линия данного фильма. Оставляет он во мне неприятный осадок. Потому, что тут немало лицемерия и неправдоподобности. Кто только не советовал мне эту «добрую» трагикомедию о том, что людей надо принимать вне зависимости от того, какие они. Ну, там цвет кожи, национальность, или болезнь. Я люблю такие картины. Но, где это все?  Мне нравятся здесь некоторые шутки, но отнюдь не касающиеся темы искусства, парализованности, и женщин.  Объясню по порядку. Главный герой - аристократ, очень богатый парализованный человек со сложной судьбой. Но, он не так прост! Ему надоело, что все вокруг его жалеют и сочувствуют. А высшее общество в лице его знакомых и друзей, кажется ему обычными скучными снобами. А почему бы не нанять хорошего психотерапевта? Я понимаю, что человек в тяжелой депрессии после всего пережитого. Ведь психотерапевты помогают справляться с разными жизненными ситуациями, учат жить по новой. И мне совершенно неважно было насколько богат наш герой. Его положение и судьба очень трагична, поэтому я не из тех, кто думал, что богатство облегчает его страдания. И Филиппу необходим был профессионал в области психологии. Ведь все его перестало радовать. И конечно, его можно понять.  Но, я не понимаю, почему люди путают 2 эти категории человеческих чувств -«жалость» и «сочувствие». Жалость обычно проявляют к убогим, морально-нездоровым, духовно-нищим. Сочувствие проявляется к любому ближнему, которому по какой-либо причине тяжело в жизни. Что ужасного в том, что люди вокруг Филиппа соблюдают принципы гуманизма и сочувствуют? Я вот никак не поверю, что ему нравятся черный юмор Дриса, его грубые шутки про паралитиков. Дрису в кайф шутить на тему, что Филипп дефектный? Ведь это травмирует еще сильней, чем сочувствующие взгляды.  Дрисс, конечно, тоже должен измениться в лучшую сторону по ходу фильма. Но, честное слово, большую часть( в той, в которой он еще не изменился «духовно») он раздражает своей недалекостью, и глупостью. Да в его «простодушии» есть своеобразное обаяние, которое странным образом порождено его необразованностью, невежеством, грубостью, и любовью тупо, пошло и по-черному подшучивать. Я не верю, что такое возможно. Что понятие грубость, безответственность ( ведь он поначалу желает жить на пособие, не принося никакой пользы гос-ву), хамство+ милосердие совместимы.  Сначала он высказывает шутку про паралич, а ночью бежит к задыхающемуся Филиппу, чтобы наложить компресс, и прогуляться. А ведь это сочувствие. Почему же Филипп не злится? Ну, подумайте сами. Добрая картина, которая должна пробудить в людях гуманистические чувства, не будет в себе нести столько сексизма и грубости. «А вдруг она жаба? Как с жабой может возникнуть духовная связь? Какой у нее вес? Про вес спроси обязательно!». Или, вспомните, как он берет и тащит за волосы соседа, пускает пошлые шуточки в адрес помощницы Филиппа, орет на девочку и выставляет.  И Филипп, аристократ, очень деликатный, и интеллигентный, ценящий в человеке душу и ум, спрашивает женщину по переписке про вес. И вообще, он понимает, что круто жить вот так, как Дрисс. Не задумываясь о чувствах окружающих. Потешаясь, хамя, нарушая закон, обманывая, хватая за волосы, искренне веря, что сила всему решение. Курению, да! Все равно когда-нибудь сдохнем! Если женщина, то обязательно должна быть высокая, худенькая, молодая, и пофигу что там с ее внутренним миром. Плевать даже, пусть ей нужны будут лишь бабки. Главное, чтобы хорошенькая с упругой попой. Дочери надо всыпать. Все равно она приемная. Не поговорить по душам, чтобы как-то понять ее. А всыпать, и не замечать! Ведь приемная.  Ведь «счастье» это так просто!  История, которая должна была рассказать о добродушии простого парня из гетто, и о том, как 2 разных, но по-своему страдающих человека обрели друг друга, став друзьями, рассказала совсем о другом. Нельзя требовать гуманности к людям, которые не проявляют ее к другим.  А еще фильм скучноват и суховат. В нем нет какой-то мощной искры, которая бы оставила сильные эмоции в зрителе. Единственное, что здесь, несомненно, прекрасно это пейзажи. ",1+1,-1
"Еще один переоцененный фильм  Этот фильм я посмотрела тогда, когда он вышел - еще в 2011 году - и, несмотря на то, что фильм был неплох, он стал для меня очередным разочарованием. Почему? Потому что на каждом перекрестке трубили о том, какой же этот фильм замечательный, потому что он взлетел во всех возможных рейтингах практически до самого верха, и посмотрев на все это, я, ясное дело, навоображала себе всякого, а потом посмотрела и поняла - что это самый обычный фильм.  Первое, что хотелось бы отметить - сюжет нисколько не оригинален. Это не значит, что он плох - просто такие фильмы уже снимали и снимут еще. К тому же, мне показалось, что была в фильме какая-то фальшь - все герои гиперболично хорошие, а мир ужасно несправедлив. Видели, слышали, это все уже не в новинку. Проводя параллель, в фильме 'Море внутри' герой Хавьера Бардема сам был виноват в том, что получил травму и не может больше жить как нормальный человек - но от этого зритель ничуть не меньше ему сочувствует, наоборот даже, киногерой со всеми своими недостатками выглядит реалистичнее, чем тот же Филипп из '1+1'. Так не бывает.  И второе - ни игра актеров, ни работа оператора, ни чего либо еще не впечатлило. Очень средняя съемка. Фильм не запоминающийся, тот, кто его не видел, вообще ничего не потерял.  Но в целом, фильм достаточно неплохой. Очень жизнеутверждающая картина, смотреть можно и взрослым и детям, достаточно сбалансированная смесь комедии и трагедии. Смотреть можно, но отнюдь не обязательно.  7 из 10 ",1+1,-1
"Если вдуматься...  Кино производит, конечно, потрясающее впечатление. Хорошие добрые люди, помогающие друг другу. Красиво, очень красиво снято, всё здорово, впечатление остаётся чудесное.  Но в какой-то момент задаёшь себе вопрос: а сколько восхищённых зрителей после просмотра решили зайти в те районы Парижа, куда не суётся даже полиция?  И сколько из них оттуда вышли? И, кстати, в каком виде?  Ещё вопрос: может ли такая история случиться в действительности? Ответ: в принципе, да. Шансы на это стремятся к нулю, как понятно. Что-то мне не верится, что левые в Европе настолько посходили с ума, чтобы реально пойти на подобный риск. И впустить к себе в дом подобного типа. Это ведь не то, что рассказывать всем окружающим, как правильно жить, и как все люди равны.  Уж в чём - в чём, а в глупости леваков не обвинишь. В низости и в подлости по отношению к своим соотечественникам - это да. В глупости - никогда.  Короче говоря, вот когда на экранах вместо бесконечных фантастических историй появятся реальные, когда деятели искусства завопят: люди, у нас проблема, мы допустили страшную ошибку, наводнив свои земли бандитами, нас ненавидящими и презирающими, когда появятся честные рассказы о том, что происходит в реальности - вот тогда можно будет рассказывать и выдуманные истории о редчайших исключениях.  Разве не первейшая задача людей искусства - говорить правду? И разве этот фильм - правда?  Это фильм - прекрасная ложь от начала до конца. И Европа, неспособная не только защищаться, но и даже признать, что 'есть проблема' - не самая лучшая сцена для подобных историй.  В общем, фильм снят на отлично. А посему, общая оценка:  5 из 10 ",1+1,-1
"Бомба в праздничной упаковке  Это самый ужасный и страшный фильм современности.  я бы поставил фильм ограничение 21+.  Этот фильм яростно пропагандируется в соц сетях как 'лучший' фильм-сенсация, и очень горько смотреть как многие подхватывают этот лозунг и всем вокруг советуют его посмотреть. - а вот для чего ?. Что несет собой этот фильм?  Это фильм реквием для Европы. Они выкопали себе яму, и продолжают копать ее глубже и глубже. И эта тема внедряется в умы русских людей, как червь вгрызается в яблоко, и яблоко начинает гнить изнутри.  Если смотреть фильм без малейшей толики критицизма то можно с радостью в душе и улыбкой на устах проглотить много скрытых посылов ( а порой и не скрытых а наглым образом голых - я называю это порнографией не иначе), посылов, которые как выше упомянутый червь засядет в вашей голове, и, оставят в вашем сознании то, что называется 'навязанная толерантность'. вот к примеру примеру чему учит нас данная картина? -  - что сегодня, в современном обществе - (европейском в частности) - любой черный может зайти в дом к белому аристократу, и чувствовать себя там как у себя дома - это кончено не в прямом смысле, но принцип понятен.  - инвалидность главного героя - это инвалидность Европы, - социальная. национальная. И мало того что один раз напоролись, так еще и продолжаем 'летать на парапланах' - в общем копаем яму дальше. продолжаем в том же духе..все хорошо нам помогут те же люди которые к нам в дом заходят.  - и конечно не надо пытаться решать социальные проблемы в обществе (безработица там, нац. напряженности) - можно просто пустить в гости к белому европейцу и он тебя всем обеспечит.  Параллелей уйма, оградите близких от просмотра фильма, чтобы подобные постулаты не оседали в их сознании. Конечно игра актеров тут на уровне. На уровне и сценарий и режиссура и вся работа сделана качественно - но для чего? Чтобы вбить нам в голову подложные ценности, что бы отвлечь нас от ценностей традиционных, которые являются оплотом нравственности и прогрессивного общества, чтобы вы своими руками разрушили все то созданное предками.  - Кстати про подлог ценностей - тут опять вспоминается фрагмент с картиной которою нарисовал малограмотный герой фильма. а ее продали за баснословные деньги.  Этот фильм - бомба в праздничной упаковке - не вздумайте нести ее домой ",1+1,-1
"Жить, чтобы курить со вкусом  Всё красиво, затягивающий сценарий, сама идея яркая: двое совершенно разных людей дополняют друг друга и всё у них налаживается. Но вот только вопрос в том, что значит 'налаживается', и как это происходит: разносторонняя грубость, постоянные сексуальные домогательства, наплевательство на других -- вот рецепт счастья, если вы не знали. За красивой картинкой нам продают вот такую жизнь. Если представить себя такое не в красивой кинообёртке, а в своей жизни, то становится противно и ужасно. А в фильме всё так хорошо. Оказывается, наорать на свою дочь - это крутой педагогический приём. А потом запугать физической расправой её парня -- это наладить отношения. Унижать человека за его физическую слабость -- это налаживать дружеские отношения. Рискуя жизнью и своей и других, кататься на спортивной машине 180 км/ч по городу -- это поднять настроение. И т.д.  Всё это можно было бы простить гэ-гэ-гэшным комедиям, экшенам и боевикам, где супергерой из 8-зарядного пистолета побеждает сотню врагов. Но здесь это преподносится, как реальная история, психологическая история раскрытия человека навстречу счастью. И тут это вызывает полное отторжение: и сам стиль общения и то, как вдруг это меняет жизнь к лучшему. В жизни всё наоборот. ",1+1,-1
"Превосходное начало другой истории.  Питер Джексон - отличный режиссер, он потрясающе снимает фантастические фильмы. Конечно, 'Хоббит' был одним из самых ожидаемых фильмов этого года. Люди по всему миру стремятся в кинотеатр, чтобы посмотреть первую часть новой трилогии о Средиземье. Вчера я оценил эту картину.  Фрэнсис Уолш, Филиппа Бойенс и Питер Джексон уже более 12 лет работают вместе. Эти сценаристы, написавшие трилогию «Властелин колец» (адоптированный сценарий), которая принесла им премию «Оскар», решили взяться за продолжение саги о кольце и создать новую трилогию – «Хоббит». Судя по первой части, авторы в это раз превзошли самих себя. Самое трудное в драматургии – это удержать зрителя на протяжении всего сеанса, а сценаристы «Хоббита» справляются со своей задачей и за это хочется сказать отдельное спасибо. Фильм, продолжительность которого более двух с половиной часов, заставляет зрителя находится во внимании всю картину. Превосходно прописанные диалоги, позволяют сцене Бильбо и Голлума, быть очень захватывающей, хоть она и строится только на одном разговоре. Две женщины и режиссер «Хоббита» создали прекрасную историю, насыщенную остросюжетными поворотами и философскими вставками, которые только наслаждают ухо своими умными мыслями. В некоторых сценах, чувствуется, что в написании сценария свои усилия приложил Гильермо дель Торо, который только добавил красочности этому фильму.  Безусловно, хороший фильм невозможен без хорошего режиссера. Питер Джексон, являющийся мастером в жанре под названием «фэнтези», опять создает превосходное начало для новой трилогии. Во время просмотра чувствуется стиль Джексона, который заставляет улыбнуться несколько раз в начале сеанса. За это отдельные аплодисменты режиссеру.  Самая тяжелая задача этого фильма в том, что создателям надо было найти нового хоббита, который по характеру и харизме отличался от прошлого. Если вернуться к трилогии «Властелин колец», то мы можем вспомнить образ Фродо – вечно-ноющий, слегка трусливый и только лишь его помощник – Сэм спасал репутацию хоббитов. На этот раз сценаристы и режиссер решились создать другого персонажа, что пошло на пользу этому фильму. Мужественный, храбрый, гостеприимный, дружелюбный, любопытный – истинный характер Хоббита. Но самое главное было, как этот образ перенесется на экран. Мартин Фриман (известный по сериалу «Шерлок») отлично вжился в роль Бильбо, это лучшее воплощение Хоббита за всю историю о кольце всевластия. Браво! Также было нелёгкой задачей создать героя-воина, который бы тоже являлся ключевым персонажем новой трилогии, ведь в «Властелине колец» это был Арагорн в прекрасном исполнении Вигго Мортенсена, полюбившийся многим зрителям. Но Питер Джексон нашел неплохую замену, ведь в «Хоббите» такой персонаж есть – это Торин Дубощит, которого сыграл Ричард Армитэдж. Образ предводителей гномов более суров, чем образ Арагорна, но эти два персонажа абсолютно равны, Армитэдж смог стать таким же культовым персонажем в новой трилогии, который полюбиться очень многим. Остальные гномы, образ которых хорошо создан, играют отлично. Неизвестные актеры, сумевшие создать уникальное поведение или повадки своим гномам, таким образом оживляют своих персонажей. Старая гвардия, естественно, играет хорошо.  Во время просмотра «Нежданного путешествия» зритель смеется и грустит. Отличное сочетание драматического, фантастического и слегка комедийного жанра позволили создателям сделать многоуровневую сюжетную линию, которая еще больше нас завлекает в «Нежданное путешествие».  Безусловно, стилистика этого фильма поражает. Костюмы, декорации стали более сказочными, чем в трилогии «Властелин колец». Отлично проработанная одежда, целые деревни и города, горы и реки, горы, карты, посуда, интерьер - все это погружает нас с головой в сказку Джексона. Созданный образ фильма очень впечатляет, зритель начинает верить, что где-то далеко такой мир существует. Увеличение контраста цветов и более яркие краски создают прекрасную сказку, все выглядит очень красиво и реалистично, хоть мы и понимаем, что этого мира нету.  Визуальный ряд возрос в разы. Спецэффект поражают любого зрителя, даже если вам не понравился фильм, вы все равно останетесь под впечатлением от компьютерной графики.  Формат «IMAX3D» позволяет зрителю насладится превосходной стилистикой и визуальным сопровождением: стрелы, летящие в зал, бабочка, порхающая на рядах больше интригует смотрящего и заинтересовывает его разум.  Говард Шор, написавший саундтрек к трилогии «Властелин колец», взялся создать музыкальное сопровождение и к этому фильму тоже. Превосходная музыка и старые мелодии, напоминающие нам о битвах в «Возвращение короля» или поход через горы в «Братстве кольца» только улучшают впечатление об этом фильме. Отдельное спасибо за саундтрек мистеру Шору.  Я не могу сказать, что это продолжение или приквел к трилогии «Властелин колец». Я считаю, что это отдельный проект, который станет также популярен, единственное, что связывает эти трилогии – это общая родословная и, совершенно, потрясающая завязка в «Нежданном путешествии».  Первая часть новой трилогии рассчитана на зрителя, они снималась для фанатов, а не для критиков, это чувствуется. «Хоббит: нежданное путешествие» не получит «Оскара» за лучший фильм, но это совсем не нужно. Этот фильм для зрителей. То, что он станет одним из лучших проектов года для зрительской аудитории – это и так понятно. Насчет второй и третей части еще рано что-либо говорить, может критики оценят, может опустят, но то, что фанаты полюбят эту трилогию также, как и «Властелин колец» - будьте уверены.  Первая часть, уже нашумевшей трилогии, получилась превосходной. Отличные спецэффекты, потрясающая роль Мартина Фримана, хорошая стилистика и прекрасная история приковывают зрителя к экрану на два с половиной часа.  9 из 10  Надеюсь, что вторая и третья часть будут еще лучше, чем это прекрасное начало. ",Хоббит: Нежданное путешествие,1
"— Ты обещаешь, что я вернусь? — Нет… Но если это случится, ты уже не будешь прежним. ©  Для меня трилогия о «Властелине колец», это нечто весьма большее, чем просто книга или же кинолента. У каждого человека, есть такая история из детства, о которой узнав однажды, ты начинаешь любить её навсегда.  Вот и П. Джексон,это один из тех режиссеров, который снимает не просто кино, а делает из него целое искусство. Этот режиссер не зацикливается на чем-то одном, он уделяет огромное внимание всему тому, что окружает его киноленту. Я веду это к тому, что здесь не будет тех персонажей, которые бы играли второстепенную роль или же незначительную, здесь все герои, как единое целое. Хочется обратить свое внимание на то, что каждый второй режиссер, у которого есть денежные средства, немножко фантазии и специальные устройства, чтобы воссоздать воображаемый мир в реальность, то для этого много ума не потребуется. Но все же в случае П. Джексона, мы видим немногое иное, а именно то, что называется любовью к произведениям Дж. Толкиена.  Не много, ни мало, но все же фильм идет приличное количество времени, и за весь этот период, я не уловила ничего лишнего. Художники и другие люди приложившие свои руки в этот проект, настолько трудолюбиво поработали над данным шедевром, что предоставленные декорации выглядят настолько захватывающе и правдоподобно, что чувство восторга и чего-то слепящего твой разум, не покидают тебя на протяжение всего сюжета. Кстати говоря, очень радует и то, что начальные кадры, да и все последующие монологи, и даже некоторые диалоги, они полностью переданы из произведения. И поэтому складывается такое впечатление, будто ты смотришь на живую книгу.  Честно говоря, я не очень хорошо ознакомлена с фильмографией М. Фримана,но просмотренных фильмов с его участием, хватает для того, чтобы судить о том, насколько сильно актер перевоплотился для роли Хоббита. Вот смотрю я на него и понимаю, что этот актер, просто-напросто был создан для роли молодого Бильбо Бэггинса. Потому что есть в этом мужчине, какая-то своя харизма, не похожая на остальных. Ему очень легко и ловко далось изобразить пугающегося от любого шороха Хоббита, плюс, его некая манера мимики и жестов, вызывала лишь одну удовлетворенность и чувство легкой улыбки на губах. Небольшая расторопность, неуверенность и культяпость, предавала его персонажу лишь ещё больший шарм. Не могу не согласиться, что появляющиеся вновь знакомые и уже такие родные лица, только радовали мой взор. Например такие, как: Гэндальф, который вселяет светлую надежду, или же Фродо, от которого нельзя отвести взгляд. И вновь безумный Голлум, который помешан на своей «прелести»,но даже и его я была рада вновь лицезреть.  Что касается музыкального сопровождения, то и здесь нет совершенно никаких промашек. Ибо на счету у Г. Шора,написано множество восхитительных композиций. Его мелодии вселяют некую надежду на что-то весьма хорошее, но и одновременно могут взбудоражить все вокруг. Это вот можно назвать - качественной музыкальной постановкой.  Есть конечно небольшой минус, без него никуда, но он заключается лишь в том, что данное произведение вновь разбили на множество частей. Казалось бы вот, ты наконец-таки дождался выхода долгожданной киноленты, но тебе вновь предстоят огромные ожидания о продолжение. В целом, эту ленту под названием: «Нежданное путешествие», можно смело назвать - лучшим фильмом зимы, или же самым ожидаемым фильмом года, который полностью оправдал свои надежды.  И в заключение, на ум приходят лишь слова из фильма Ш. Холмса, а именно: - «The End?»  10 из 10",Хоббит: Нежданное путешествие,1
